       1  0.2592000E+07  0.2592000E+07  0.2637821E-05  0.3418616E+01  0.1709308E+03  0.2958652E-01  0.2922436E-01
       2  0.5184000E+07  0.2592000E+07  0.1727856E-05  0.9076533E+01  0.4538267E+03  0.7855313E-01  0.7759160E-01
       3  0.7776000E+07  0.2592000E+07  0.1354743E-05  0.1307158E+02  0.6535791E+03  0.1131284E+00  0.1117437E+00
       4  0.1036800E+08  0.2592000E+07  0.1119770E-05  0.1627855E+02  0.8139276E+03  0.1408832E+00  0.1391587E+00
       5  0.1296000E+08  0.2592000E+07  0.9508808E-06  0.1896212E+02  0.9481058E+03  0.1641082E+00  0.1620994E+00
       6  0.1555200E+08  0.2592000E+07  0.8216810E-06  0.2125936E+02  0.1062968E+04  0.1839897E+00  0.1817376E+00
       7  0.1814400E+08  0.2592000E+07  0.7190831E-06  0.2325619E+02  0.1162809E+04  0.2012714E+00  0.1988077E+00
       8  0.2073600E+08  0.2592000E+07  0.6355000E-06  0.2501173E+02  0.1250586E+04  0.2164647E+00  0.2138151E+00
       9  0.2332800E+08  0.2592000E+07  0.5660989E-06  0.2656900E+02  0.1328450E+04  0.2299422E+00  0.2271276E+00
      10  0.2592000E+08  0.2592000E+07  0.5076125E-06  0.2796053E+02  0.1398026E+04  0.2419852E+00  0.2390232E+00
      11  0.2851200E+08  0.2592000E+07  0.4577317E-06  0.2921161E+02  0.1460581E+04  0.2528128E+00  0.2497182E+00
      12  0.3110400E+08  0.2592000E+07  0.4147676E-06  0.3034237E+02  0.1517119E+04  0.2625990E+00  0.2593846E+00
      13  0.3369600E+08  0.2592000E+07  0.3774517E-06  0.3136909E+02  0.1568454E+04  0.2714847E+00  0.2681616E+00
      14  0.3628800E+08  0.2592000E+07  0.3448092E-06  0.3230514E+02  0.1615257E+04  0.2795858E+00  0.2761635E+00
      15  0.3888000E+08  0.2592000E+07  0.3160772E-06  0.3316165E+02  0.1658082E+04  0.2869985E+00  0.2834855E+00
      16  0.4147200E+08  0.2592000E+07  0.2906488E-06  0.3394796E+02  0.1697398E+04  0.2938037E+00  0.2902074E+00
      17  0.4406400E+08  0.2592000E+07  0.2680347E-06  0.3467202E+02  0.1733601E+04  0.3000700E+00  0.2963970E+00
      18  0.4665600E+08  0.2592000E+07  0.2478356E-06  0.3534059E+02  0.1767029E+04  0.3058562E+00  0.3021124E+00
      19  0.4924800E+08  0.2592000E+07  0.2297223E-06  0.3595950E+02  0.1797975E+04  0.3112126E+00  0.3074032E+00
      20  0.5184000E+08  0.2592000E+07  0.2134209E-06  0.3653381E+02  0.1826691E+04  0.3161830E+00  0.3123128E+00
      21  0.5443200E+08  0.2592000E+07  0.1987017E-06  0.3706793E+02  0.1853396E+04  0.3208055E+00  0.3168787E+00
      22  0.5702400E+08  0.2592000E+07  0.1853705E-06  0.3756568E+02  0.1878284E+04  0.3251134E+00  0.3211338E+00
      23  0.5961600E+08  0.2592000E+07  0.1732621E-06  0.3803047E+02  0.1901524E+04  0.3291359E+00  0.3251071E+00
      24  0.6220800E+08  0.2592000E+07  0.1622352E-06  0.3846528E+02  0.1923264E+04  0.3328989E+00  0.3288241E+00
      25  0.6480000E+08  0.2592000E+07  0.1521683E-06  0.3887274E+02  0.1943637E+04  0.3364253E+00  0.3323073E+00
      26  0.6739200E+08  0.2592000E+07  0.1429564E-06  0.3925522E+02  0.1962761E+04  0.3397355E+00  0.3355770E+00
      27  0.6998400E+08  0.2592000E+07  0.1345083E-06  0.3961482E+02  0.1980741E+04  0.3428477E+00  0.3386510E+00
      28  0.7257600E+08  0.2592000E+07  0.1267445E-06  0.3995340E+02  0.1997670E+04  0.3457779E+00  0.3415454E+00
      29  0.7516800E+08  0.2592000E+07  0.1195955E-06  0.4027266E+02  0.2013633E+04  0.3485410E+00  0.3442746E+00
      30  0.7776000E+08  0.2592000E+07  0.1130002E-06  0.4057410E+02  0.2028705E+04  0.3511498E+00  0.3468516E+00
      31  0.8035200E+08  0.2592000E+07  0.1069047E-06  0.4085910E+02  0.2042955E+04  0.3536163E+00  0.3492879E+00
      32  0.8294400E+08  0.2592000E+07  0.1012616E-06  0.4112888E+02  0.2056444E+04  0.3559512E+00  0.3515942E+00
      33  0.8553600E+08  0.2592000E+07  0.9602862E-07  0.4138457E+02  0.2069229E+04  0.3581640E+00  0.3537799E+00
      34  0.8812800E+08  0.2592000E+07  0.9116842E-07  0.4162718E+02  0.2081359E+04  0.3602637E+00  0.3558539E+00
      35  0.9072000E+08  0.2592000E+07  0.8664760E-07  0.4185763E+02  0.2092881E+04  0.3622581E+00  0.3578239E+00
      36  0.9331200E+08  0.2592000E+07  0.8243636E-07  0.4207676E+02  0.2103838E+04  0.3641546E+00  0.3596972E+00
      37  0.9590400E+08  0.2592000E+07  0.7850803E-07  0.4228534E+02  0.2114267E+04  0.3659598E+00  0.3614803E+00
      38  0.9849600E+08  0.2592000E+07  0.7483870E-07  0.4248408E+02  0.2124204E+04  0.3676798E+00  0.3631792E+00
      39  0.1010880E+09  0.2592000E+07  0.7140684E-07  0.4267362E+02  0.2133681E+04  0.3693201E+00  0.3647995E+00
      40  0.1036800E+09  0.2592000E+07  0.6819308E-07  0.4285454E+02  0.2142727E+04  0.3708859E+00  0.3663461E+00
      41  0.1062720E+09  0.2592000E+07  0.6517994E-07  0.4302739E+02  0.2151369E+04  0.3723819E+00  0.3678237E+00
      42  0.1088640E+09  0.2592000E+07  0.6235160E-07  0.4319267E+02  0.2159633E+04  0.3738123E+00  0.3692366E+00
      43  0.1114560E+09  0.2592000E+07  0.5969375E-07  0.4335084E+02  0.2167542E+04  0.3751812E+00  0.3705888E+00
      44  0.1140480E+09  0.2592000E+07  0.5719338E-07  0.4350233E+02  0.2175116E+04  0.3764922E+00  0.3718838E+00
      45  0.1166400E+09  0.2592000E+07  0.5483869E-07  0.4364752E+02  0.2182376E+04  0.3777488E+00  0.3731250E+00
      46  0.1192320E+09  0.2592000E+07  0.5261894E-07  0.4378678E+02  0.2189339E+04  0.3789541E+00  0.3743155E+00
      47  0.1218240E+09  0.2592000E+07  0.5052431E-07  0.4392046E+02  0.2196023E+04  0.3801110E+00  0.3754582E+00
      48  0.1244160E+09  0.2592000E+07  0.4854587E-07  0.4404885E+02  0.2202443E+04  0.3812222E+00  0.3765558E+00
      49  0.1270080E+09  0.2592000E+07  0.4667544E-07  0.4417226E+02  0.2208613E+04  0.3822902E+00  0.3776108E+00
      50  0.1296000E+09  0.2592000E+07  0.4490552E-07  0.4429095E+02  0.2214547E+04  0.3833174E+00  0.3786254E+00
      51  0.1321920E+09  0.2592000E+07  0.4322925E-07  0.4440517E+02  0.2220259E+04  0.3843059E+00  0.3796018E+00
      52  0.1347840E+09  0.2592000E+07  0.4164033E-07  0.4451516E+02  0.2225758E+04  0.3852578E+00  0.3805421E+00
      53  0.1373760E+09  0.2592000E+07  0.4013297E-07  0.4462114E+02  0.2231057E+04  0.3861750E+00  0.3814481E+00
      54  0.1399680E+09  0.2592000E+07  0.3870183E-07  0.4472331E+02  0.2236166E+04  0.3870593E+00  0.3823215E+00
      55  0.1425600E+09  0.2592000E+07  0.3734199E-07  0.4482186E+02  0.2241093E+04  0.3879122E+00  0.3831640E+00
      56  0.1451520E+09  0.2592000E+07  0.3604894E-07  0.4491698E+02  0.2245849E+04  0.3887354E+00  0.3839770E+00
